ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Text_ID,Sentence_Number,Phrase_Number
130,qiang,"ta ke: ŋuə-ta,","ta\tke:\tŋuə-ta,",if\tINDEF:CL\tCOP-if,,,,3,20,2
131,qiang,"ʐə me-w,","ʐə\tme-w,",matter\tNEG-exist,,,,3,20,3
132,qiang,"qɑ-ŋuəȵi maha zu-lů-ȵi,","qɑ-ŋuəȵi\tmaha\tzu-lů-ȵi,",1sg-TOP\tnight\tDIR-come-ADV,,,,3,20,4
133,qiang,"ʔũ-gul i-jə-lɑ-wɑ,”","ʔũ-gul\ti-jə-lɑ-wɑ,”",2sg-companion\tDIR-live-INDTV:1sg-EMPH,,,,3,20,5
134,qiang,jə-kui-tɕu.,jə-kui-tɕu.,say-NAR-PART,,,,3,20,6
135,qiang,"xsə dɑ-qɑ dɑ-qə-jə-kəi,","xsə\tdɑ-qɑ\tdɑ-qə-jə-kəi,",new(again)\tDIR-go\tDIR-go-REP-NAR,,,,3,21,1
136,qiang,"ɦɑ dɑ-qə-kəi-tu,","ɦɑ\tdɑ-qə-kəi-tu,",INT\tDIR-go-NAR-LNK,,,,3,21,2
137,qiang,"χsutsqhɑ-le:-ȵɑ e-tʂepe-kəi,","χsutsqhɑ-le:-ȵɑ\te-tʂepe-kəi,",stomach-DEF:CL-COM\tDIR-encounter-NAR,,,,3,21,3
138,qiang,"χsutsqhɑ-le:-ȵɑ e-tʂepe-kəi-tu,","χsutsqhɑ-le:-ȵɑ\te-tʂepe-kəi-tu,",stomach-DEF:CL-COM\tDIR-encounter-NAR-LNK,,,,3,21,4
139,qiang,"χsutsqhɑ-le:-wu tə-keʴl-kui,","χsutsqhɑ-le:-wu\ttə-keʴl-kui,",stomach-DEF:CL-AGT\tDIR-ask-NAR,,,,3,21,5
140,qiang,“ha!,“ha!,EXCL,,,,3,21,6
141,qiang,ʔũ ȵi-χuɑ-ȵi kə-zei-n-ɑ?”,ʔũ\tȵi-χuɑ-ȵi\tkə-zei-n-ɑ?”,2sg\tWH-because-ADV\tthus-cry-2sg-Q,,,,3,22,1
142,qiang,"jə-kui,","jə-kui,",say-NAR,,,,3,23,1
143,qiang,“ȵi-χuɑ-ȵi kə-zei-n-ɑ?”,“ȵi-χuɑ-ȵi\tkə-zei-n-ɑ?”,WH-because-ADV\tthus-cry-2sg-Q,,,,3,23,2
144,qiang,jə-kui-tu.,jə-kui-tu.,say-NAR-LNK,,,,3,24,1
145,qiang,"kɑpətʂ tou he-ʐgue-kəi,","kɑpətʂ\ttou\the-ʐgue-kəi,",orphan\tDEF:one:CL\tDIR-answer-NAR,,,,3,25,1
146,qiang,"“qɑ-ŋuəȵi ep lə me-ʐə-i əw lə me-ʐə-i,","“qɑ-ŋuəȵi\tep\tlə\tme-ʐə-i\təw\tlə\tme-ʐə-i,",1sg-TOP\tfather\talso\tNEG-exist-CSM\tmother\talso\tNEG-exist-CSM,,,,3,25,2
147,qiang,"gəs-ȵi ɦɑ-xtʂəp-ȵiɑufu ʂkup-le: qɑ dzə-lɑ:,”","gəs-ȵi\tɦɑ-xtʂəp-ȵiɑufu\tʂkup-le:\tqɑ\tdzə-lɑ:,”",night-ADV\tDIR-get.dark-LNK(as.soon.as)\torangutan-DEF:CL\t1sg\teat-come:PRS,,,,3,25,3
148,qiang,"jə-kəpə-ʂə,","jə-kəpə-ʂə,",say-HABIT-LNK,,,,3,25,4
149,qiang,"“qɑ qu-ɑ-wɑ,”","“qɑ\tqu-ɑ-wɑ,”",1sg\tafraid-1sg-EMPH,,,,3,25,5
150,qiang,jə-kui.,jə-kui.,say-NAR,,,,3,25,6
151,qiang,“ha!,“ha!,EXCL,,,,3,26,1
152,qiang,"ke:-ji mɑ-ŋ̥u̥ə-ta,","ke:-ji\tmɑ-ŋ̥u̥ə-ta,",INDEF:CL-EXC\tNEG-COP-if,,,,3,27,1
153,qiang,"ʐə me-w-wɑ,","ʐə\tme-w-wɑ,",matter\tNEG-exist-EMPH,,,,3,27,2
154,qiang,"qɑ-ŋuəȵi ʔũ-gul hɑ-ŋ̥u̥ə-lɑ-wɑ,","qɑ-ŋuəȵi\tʔũ-gul\thɑ-ŋ̥u̥ə-lɑ-wɑ,",1sg-TOP\t2sg-companion\tDIR-COP-INDTV:1sg-EMPH,,,,3,27,3
155,qiang,"maha-ŋuəȵi qɑ ʔũ-gul zu-lu-ɑ:-wɑ,”","maha-ŋuəȵi\tqɑ\tʔũ-gul\tzu-lu-ɑ:-wɑ,”",night-TOP\t1sg\t2sg-companion\tDIR-come-1sg:PRS-EMPH,,,,3,27,4
156,qiang,jə-kui.,jə-kui.,say-NAR,,,,3,27,5
157,qiang,"ɦɑ-tsɑ-tɑu ŋuə-tu,","ɦɑ-tsɑ-tɑu\tŋuə-tu,",INT-this:one-time\tCOP-LNK,,,,3,28,1
158,qiang,"ɦɑlɑ ɦe-zei ɦe-zei-ȵi dɑ-qə-jə-kəi,","ɦɑlɑ\tɦe-zei\tɦe-zei-ȵi\tdɑ-qə-jə-kəi,",INT\tDIR-cry\tDIR-cry-ADV\tDIR-go-REP-NAR,,,,3,28,2
159,qiang,"dɑ-qɑ dɑ-qɑ-tu ɦɑlɑ thəl-le:-ȵɑ e-tʂepe-kəi-stu,","dɑ-qɑ\tdɑ-qɑ-tu\tɦɑlɑ\tthəl-le:-ȵɑ\te-tʂepe-kəi-stu,",DIR-go\tDIR-go-LNK\tINT\tstone.pestle-DEF:CL-COM\tDIR-encounter-NAR-PART,,,,3,28,3
160,qiang,"thəl-le:-ȵɑ e-tʂepe-kəi-tu,","thəl-le:-ȵɑ\te-tʂepe-kəi-tu,",stone.pestle-DEF:CL-COM\tDIR-encounter-NAR-LNK,,,,3,28,4
161,qiang,“ha!,“ha!,EXCL,,,,3,28,5
162,qiang,ʔũ ȵi-χuɑ-ȵi kə-zei-n-ɑ?”,ʔũ\tȵi-χuɑ-ȵi\tkə-zei-n-ɑ?”,2sg\tWH-because-ADV\tthus-cry-2sg-Q,,,,3,29,1
163,qiang,"jə-kui,","jə-kui,",say-NAR,,,,3,30,1
164,qiang,tə-keʴl-kui.,tə-keʴl-kui.,DIR-ask-NAR,,,,3,30,2
165,qiang,"“ɦa,","“ɦa,",EXCL,,,,3,31,1
166,qiang,"qɑ-ŋuəȵi ep lə me-ʐə-i əw lə me-ʐə-i,","qɑ-ŋuəȵi\tep\tlə\tme-ʐə-i\təw\tlə\tme-ʐə-i,",1sg-TOP\tfather\talso\tNEG-exist-CSM\tmother\talso\tNEG-exist-CSM,,,,3,31,2
167,qiang,"ɦɑ-xtʂəpɑ: ququ,","ɦɑ-xtʂəpɑ:\tququ,",DIR-get.dark:PRS\tafraid,,,,3,31,3
168,qiang,"pəs lə ɦɑ-xtʂəp-ja,","pəs\tlə\tɦɑ-xtʂəp-ja,",today\talso\tDIR-get.dark-REP,,,,3,31,4
169,qiang,"ʂkup-le:-ŋuəȵi maha qɑ dzə-lɑ:,”","ʂkup-le:-ŋuəȵi\tmaha\tqɑ\tdzə-lɑ:,”",orangutan-DEF:CL-TOP\tnight\t1sg\teat-come:PRS,,,,3,31,5
170,qiang,"jə-kəpə-wɑ,","jə-kəpə-wɑ,",say-HABIT-EMPH,,,,3,31,6
171,qiang,jə-kui.,jə-kui.,say-NAR,,,,3,31,7
172,qiang,"ɦɑ-tu-ŋuəȵi,","ɦɑ-tu-ŋuəȵi,",INT-RESULT-TOP,,,,3,32,1
173,qiang,"“ke:-ji mɑ-ŋ̥u̥ə-ta,","“ke:-ji\tmɑ-ŋ̥u̥ə-ta,",INDEF:CL-EXC\tNEG-COP-if,,,,3,32,2
174,qiang,"ʐə me-w,","ʐə\tme-w,",matter\tNEG-exist,,,,3,32,3
175,qiang,"qɑ-ŋuəȵi ʔũ-gul zu-lu-ɑ:,","qɑ-ŋuəȵi\tʔũ-gul\tzu-lu-ɑ:,",1sg-TOP\t2sg-companion\tDIR-come-1sg:PRS,,,,3,32,4
176,qiang,"maha-ȵi qɑ ʔũ-gul zu-lů-lɑ-wɑ,”","maha-ȵi\tqɑ\tʔũ-gul\tzu-lů-lɑ-wɑ,”",night-ADV\t1sg\t2sg-companion\tDIR-come-INDTV:1sg-EMPH,,,,3,32,5
177,qiang,jə-kui-tɕu.,jə-kui-tɕu.,say-NAR-PART,,,,3,32,6
178,qiang,"ɦɑ tsɑ-tɑu-tu-ŋuəȵi,","ɦɑ\ttsɑ-tɑu-tu-ŋuəȵi,",INT\tthis:one-time-LNK-TOP,,,,3,33,1
179,qiang,kɑpətʂ tou-ŋuəȵi ɦɑ-tsɑ-χsaʴwu gul ɦe-se-kei-stu.,kɑpətʂ\ttou-ŋuəȵi\tɦɑ-tsɑ-χsaʴwu\tgul\tɦe-se-kei-stu.,orphan\tDEF:one:CL-TOP\tINT-this:one-few:all\tcompanion\tDIR-make-NAR-PART,,,,3,33,2
180,qiang,"gul ɦe-se-kəi-tu,","gul\tɦe-se-kəi-tu,",companion\tDIR-make(friends)-NAR-LNK,,,,3,34,1
181,qiang,"maha pe-k-kui,","maha\tpe-k-kui,",night\tbecome-go-NAR,,,,3,34,2
182,qiang,"tsɑ-χui-tu ɦɑ-xtʂəp-ji maha i-pə-l-kui,","tsɑ-χui-tu\tɦɑ-xtʂəp-ji\tmaha\ti-pə-l-kui,",this:one-time-LNK\tDIR-get.dark-CSM\tnight\tDIR-arrive-come-NAR,,,,3,34,3
183,qiang,"qusɑp lə i-pə-l-kui,","qusɑp\tlə\ti-pə-l-kui,",scissors\talso\tDIR-arrive-come-NAR,,,,3,34,4
184,qiang,"ɕtɕəɕtɕɑq tou lə i-pə-l-kui,","ɕtɕəɕtɕɑq\ttou\tlə\ti-pə-l-kui,",magpie\tDEF:one:CL\talso\tDIR-arrive-come-NAR,,,,3,34,5
185,qiang,"noʁu lə i-pə-l-kui,","noʁu\tlə\ti-pə-l-kui,",crow\talso\tDIR-arrive-come-NAR,,,,3,34,6
186,qiang,"ɦɑ χsutsqhɑ,","ɦɑ\tχsutsqhɑ,",INT\tstomach,,,,3,34,7
187,qiang,"thəl,","thəl,",stone.pestle,,,,3,34,8
188,qiang,jɑnkhui ʂəʂə:ʴwu i-pə-l-kui-tɕu.,jɑnkhui\tʂəʂə:ʴwu\ti-pə-l-kui-tɕu.,stone.mortar\texist:REDUP:all\tDIR-arrive-come-NAR-PART,,,,3,34,9
189,qiang,"tsɑ-χui-tu,","tsɑ-χui-tu,",this:one-time-LNK,,,,3,35,1
190,qiang,"ʐmə ɑ-lɑ ɦo-tsu-kəi,","ʐmə\tɑ-lɑ\tɦo-tsu-kəi,",meeting\tone-CL\tDIR-hold-NAR,,,,3,35,2
191,qiang,"kɑpətʂ tou-ŋuəȵi ɕtɕi:-ků kən ɦɑ-nə-kui,","kɑpətʂ\ttou-ŋuəȵi\tɕtɕi:-ků\tkən\tɦɑ-nə-kui,",orphan\tDEF:one:CL-TOP\theart-inside\tvery\tDIR-good-NAR,,,,3,35,3
192,qiang,"“ɦa,","“ɦa,",EXCL,,,,3,35,4
193,qiang,"pəmaha-ŋuəȵi qɑ gul lɑ-hɑ i-pə-l-jy,","pəmaha-ŋuəȵi\tqɑ\tgul\tlɑ-hɑ\ti-pə-l-jy,",tonight-TOP\t1sg\tcompanion\tDEF:one-pl\tDIR-arrive-come-ASP,,,,3,35,5
194,qiang,"pəmaha-ŋuəȵi ʂkup-te: mo-qu-ɑ-wɑ,","pəmaha-ŋuəȵi\tʂkup-te:\tmo-qu-ɑ-wɑ,",tonight-TOP\torangutan-DEF:CL\tNEG-afraid-1sg-EMPH,,,,3,35,6
195,qiang,ɦɑ-kə mo-qu-ja-wɑ ike ʐi-kəi.”,ɦɑ-kə\tmo-qu-ja-wɑ\tike\tʐi-kəi.”,INT-thus\tNEG-afraid-CSM:1sg-EMPH\tthus\texist-NAR,,,,3,35,7
196,qiang,"thɑ-χsɑ i-pə-l-ku-tu,","thɑ-χsɑ\ti-pə-l-ku-tu,",that:one-few\tDIR-arrive-come-NAR-LNK,,,,3,36,1
197,qiang,"“maha tɕo-qu-n-pɑ,","“maha\ttɕo-qu-n-pɑ,",night\tNEG.IMP-be.afraid-2sg-DTV,,,,3,36,2
198,qiang,"do-tɕu-qu-n-pɑ,","do-tɕu-qu-n-pɑ,",DIR-NEG.IMP-be.afraid-2sg-DTV,,,,3,36,3
199,qiang,"tɕile tsɑ-χsəʴwu gul-pɑ-ʂ,","tɕile\ttsɑ-χsəʴwu\tgul-pɑ-ʂ,",1pl\tthis:one-few:all\tcompanion-do-LNK,,,,3,36,4
200,qiang,ʂkup-le: i-me-pə-l-ȵi mɑ-ŋ̥u̥ə-tɕi.,ʂkup-le:\ti-me-pə-l-ȵi\tmɑ-ŋ̥u̥ə-tɕi.,orangutan-DEF:CL\tDIR-NEG-arrive-come-ADV\tNEG-COP-EXC,,,,3,36,5
201,qiang,"i-pə-l-tu,","i-pə-l-tu,",DIR-arrive-come-LNK,,,,3,37,1
202,qiang,"tɕile pəmaha tse: qəta:-wa,”","tɕile\tpəmaha\ttse:\tqəta:-wa,”",2pl\ttonight\tthis:CL\tbeat.to.death:PRS-EMPH,,,,3,37,2
203,qiang,jə-kui-tɕu.,jə-kui-tɕu.,say-NAR-PART,,,,3,37,3
204,qiang,"tu skup-le: lə mo-qu-ke: ɦɑ-lə-kəi,","tu\tskup-le:\tlə\tmo-qu-ke:\tɦɑ-lə-kəi,",RESULT\torangutan-DEF:CL\talso\tNEG-afraid-INDEF:CL\tDIR-come-NAR,,,,3,38,1
205,qiang,kɑpətʂ tou-ŋuəȵi ɦɑ-tsəi mo-qu-ke: ʐi-kəi.,kɑpətʂ\ttou-ŋuəȵi\tɦɑ-tsəi\tmo-qu-ke:\tʐi-kəi.,orphan\tDEF:one:CL-TOP\tINT-this.manner\tNEG-afraid-INDEF:CL\texist-NAR,,,,3,38,2
206,qiang,"tu the-maha-ŋuəȵi tɕiu ʂəʂe:ʴwu ȵiɑntɕi gɑnphai-tu-pů-kəi-stu,","tu\tthe-maha-ŋuəȵi\ttɕiu\tʂəʂe:ʴwu\tȵiɑntɕi\tgɑnphai-tu-pů-kəi-stu,",RESULT\tthat-night-TOP\t†(then)\texist:REDUP:all\ttogether\tarrange-DIR-do-NAR-PART,,,,3,39,1
207,qiang,"χa-le:-ŋuəȵi tɕɑ-lə je-s ŋuə,","χa-le:-ŋuəȵi\ttɕɑ-lə\tje-s\tŋuə,",needle-DEF:CL-TOP\twhere-LOC\tlive/stay-NOM\tCOP,,,,3,39,2
208,qiang,"tɕɑ-lə tɕɑ-lə nə-s ŋuə,","tɕɑ-lə\ttɕɑ-lə\tnə-s\tŋuə,",where-LOC\twhere-LOC\tsleep-NOM\tCOP,,,,3,39,3
209,qiang,"tɕɑ-lə tɕɑ-lə ȵiɣi ŋuə-s ŋuə,","tɕɑ-lə\ttɕɑ-lə\tȵiɣi\tŋuə-s\tŋuə,",where-LOC\twhere-LOC\twhat\tCOP-NOM\tCOP,,,,3,39,4
210,qiang,ɦɑ-tsəi gɑnphai-tu-pů-kəi-tɕu.,ɦɑ-tsəi\tgɑnphai-tu-pů-kəi-tɕu.,INT-this:manner\tarrange-DIR-do-NAR-PART,,,,3,39,5
211,qiang,"χa-le:-ŋuəȵi ɦɑlɑ dʑy-le:-ʁɑ ə-tʂə-ȵi ɦɑlɑ dʑy-le:-ʁɑ ʐi-kəi,","χa-le:-ŋuəȵi\tɦɑlɑ\tdʑy-le:-ʁɑ\tə-tʂə-ȵi\tɦɑlɑ\tdʑy-le:-ʁɑ\tʐi-kəi,",needle-DEF:CL-TOP\tINT\tdoor-DEF:CL-LOC\tDIR-stab-ADV\tINT\tdoor-DEF:CL-LOC\texist-NAR,,,,3,40,1
212,qiang,"qusɑp-tou-ŋuəȵi ɦɑlɑ kɑpətʂ-tou-pienɑ-lɑ nəʂ-te:-pienɑ thɑ ɦɑ-nə-kəi,","qusɑp-tou-ŋuəȵi\tɦɑlɑ\tkɑpətʂ-tou-pienɑ-lɑ\tnəʂ-te:-pienɑ\tthɑ\tɦɑ-nə-kəi,",scissors-DEF:one:CL-TOP\tINT\torphan-DEF:one:CL-beside-LOC\tbed-DEF:CL-beside\tthere\tDIR-sleep-NAR,,,,3,40,2
213,qiang,"ɕtɕiɕtɕaq-tou-ŋuəȵi ɦɑlɑ mə-lɑw-ʐɑχuɑ ɦɑ-nə-kui-tɕu,","ɕtɕiɕtɕaq-tou-ŋuəȵi\tɦɑlɑ\tmə-lɑw-ʐɑχuɑ\tɦɑ-nə-kui-tɕu,",magpie-DEF:one:CL-TOP\tINT\tfire-DEF:one:pile-inside\tDIR-sleep-NAR-PART,,,,3,40,3
214,qiang,"noʁu-le:-ŋuəȵi ɦɑlɑ ʂuətʂhuɑ ʐɑχuɑ ɦɑ-nə-kui,","noʁu-le:-ŋuəȵi\tɦɑlɑ\tʂuətʂhuɑ\tʐɑχuɑ\tɦɑ-nə-kui,",crow-DEF:CL-TOP\tINT\twater.jar\tinside\tDIR-sleep-NAR,,,,3,40,4
215,qiang,"ɦɑ tsəi-ŋuəȵi,","ɦɑ\ttsəi-ŋuəȵi,",INT\tthis.manner-TOP,,,,3,40,5
216,qiang,"χsutsqhɑ-le:-ŋuəȵi buzd-te:-qəpɑtʂɑ: ɦɑ-nə-kui-tɕu,","χsutsqhɑ-le:-ŋuəȵi\tbuzd-te:-qəpɑtʂɑ:\tɦɑ-nə-kui-tɕu,",stomach-DEF:CL-TOP\tplank.stairs-DEF:CL-head:LOC\tDIR-sleep-NAR-PART,,,,3,40,6
217,qiang,"jankhui-le:-ŋuəȵi buzd-le:-ku-tɑ ɦɑ-nə-kui-tɕu,","jankhui-le:-ŋuəȵi\tbuzd-le:-ku-tɑ\tɦɑ-nə-kui-tɕu,",stone.mortar-DEF:CL-TOP\tplank.stairs-DEF:CL-base-LOC\tDIR-sleep-NAR-PART,,,,3,40,7
218,qiang,ɦɑ thəl-le:-ŋuəȵi buzd-le:-qəpɑtʂɑ: i-jə-kui-tɕu.,ɦɑ\tthəl-le:-ŋuəȵi\tbuzd-le:-qəpɑtʂɑ:\ti-jə-kui-tɕu.,INT\tstone.pestle-DEF:CL-TOP\tplank.stairs-DEF:CL-head:LOC\tDIR-live/stay-NAR-PART,,,,3,40,8
219,qiang,"hi,","hi,",EXCL,,,,3,41,1
220,qiang,"ɦɑ-xtʂəp ʂkup-te: zə-lɑ-jə-kui,","ɦɑ-xtʂəp\tʂkup-te:\tzə-lɑ-jə-kui,",DIR-get.dark\torangutan-DEF:CL\tDIR-come-REP-NAR,,,,3,41,2
221,qiang,"tsou tɕymi-lou-tɑ zə-lɑ-kui-tu,","tsou\ttɕymi-lou-tɑ\tzə-lɑ-kui-tu,",this:one:CL\tchild-DEF:one:CL-DAT\tDIR-come-NAR-LNK,,,,3,41,3
222,qiang,"dʑy-la:-ʁa qeʴ ʂpɑʂpɑ dʑy-le:-tɑ dzeke i-ɕtɕi-kəi-tɕu,","dʑy-la:-ʁa\tqeʴ\tʂpɑʂpɑ\tdʑy-le:-tɑ\tdzeke\ti-ɕtɕi-kəi-tɕu,",door-DEF:CL-LOC\tbefore\tlike/as\tdoor-DEF:CL-LOC\t(onomatopoeia)\tDIR-push-NAR-PART,,,,3,41,4
223,qiang,"dʑy-le: i-ɕtɕi,","dʑy-le:\ti-ɕtɕi,",door-DEF:CL\tDIR-push,,,,3,41,5
224,qiang,"χa-lɑ-hɑ thɑ ʐi-kui-ȵiɑu,","χa-lɑ-hɑ\tthɑ\tʐi-kui-ȵiɑu,",needle-DEF:one-pl\tthere\texist-NAR-PART,,,,3,41,6
225,qiang,"χa-lɑ-hɑ jɑpə-le:-tɑ ə-tʂə-ȵiɑufu sɑq-phi-ke: ə-ʂə-kui-tɕu,","χa-lɑ-hɑ\tjɑpə-le:-tɑ\tə-tʂə-ȵiɑufu\tsɑq-phi-ke:\tə-ʂə-kui-tɕu,",needle-DEF:one-pl\thand-DEF:CL-LOC\tDIR-stab-LNK(as.soon.as)\tblood-flow-INDEF:CL\tDIR-put-NAR-PART,,,,3,41,7
226,qiang,"tu χaiʂə tɕəu-lɑ ə-ʁə ɕtɕɑq tɕo-lu-kui-ʂə,","tu\tχaiʂə\ttɕəu-lɑ\tə-ʁə\tɕtɕɑq\ttɕo-lu-kui-ʂə,",RESULT\t†(still.is)\thome-LOC\tDIR-go\theart\tCON-come-NAR-LNK,,,,3,41,8
227,qiang,"ə-qɑ-jə-kui,","ə-qɑ-jə-kui,",DIR-go-REP-NAR,,,,3,41,9
228,qiang,"ə-qɑ-ȵiɑufu kɑpətʂ-tou nəʂ-ta:-ʁa mo-thɑ-jə-kui,","ə-qɑ-ȵiɑufu\tkɑpətʂ-tou\tnəʂ-ta:-ʁa\tmo-thɑ-jə-kui,",DIR-go-LNK(as.soon.as)\torphan-DEF:one:CL\tbed-DEF:CL-LOC\tgrope.for-AUX-REP-NAR,,,,3,41,10
229,qiang,"χaiʂə tɕɑ-lə nə meʴʐ-kəi,","χaiʂə\ttɕɑ-lə\tnə\tmeʴʐ-kəi,",†(still.is)\twhere-LOC\tsleep\tseek-NAR,,,,3,41,11
230,qiang,"kɑpətʂ tou nəʂ-ta:-ʁa-ŋuəȵi,","kɑpətʂ\ttou\tnəʂ-ta:-ʁa-ŋuəȵi,",orphan\tDEF:one:CL\tbed-DEF:CL-LOC-TOP,,,,3,41,12
231,qiang,"kɑpətʂ-tou meʴʐ kɑntɕhi qusɑp-te:-wu jɑpə-le:-xʂe tu-tuɑ-kui,","kɑpətʂ-tou\tmeʴʐ\tkɑntɕhi\tqusɑp-te:-wu\tjɑpə-le:-xʂe\ttu-tuɑ-kui,",orphan-DEF:one:CL\tseek\tthink/want\tscissors-DEF:CL-AGT\thand-DEF:CL-CL\tDIR-cut-NAR,,,,3,41,13
232,qiang,"thɑ-χui tu,","thɑ-χui\ttu,",that:one-time\tRESULT,,,,3,41,14
233,qiang,"χtʂɑp-ke: ŋuə-kui-ȵiɑu,","χtʂɑp-ke:\tŋuə-kui-ȵiɑu,",black-INDEF:CL\tCOP-NAR-PART,,,,3,41,15
234,qiang,"qusɑp-te:-wu jɑpə-le: tu-tuɑ,","qusɑp-te:-wu\tjɑpə-le:\ttu-tuɑ,",scissors-DEF:CL-AGT\thand-DEF:CL\tDIR-cut,,,,3,41,16
235,qiang,"sɑ tuetue-ke:-tɕi dɑ-qɑ-jɑntɕi,","sɑ\ttuetue-ke:-tɕi\tdɑ-qɑ-jɑntɕi,",blood\tdriping-INDEF:CL-ADV\tDIR-go-after,,,,3,41,17
236,qiang,"mə-lɑw qhəʴqhəʴ-kəi,","mə-lɑw\tqhəʴqhəʴ-kəi,",fire-DEF:one:pile\topen-NAR,,,,3,41,18
237,qiang,"mə-lɑw i-ʂue-ȵi ȵiɣi-lɑ-hɑ kə-ʐi,","mə-lɑw\ti-ʂue-ȵi\tȵiɣi-lɑ-hɑ\tkə-ʐi,",fire-DEF:one:pile\tDIR-set.fire-ADV\twhat-DEF:one-pl\tthus-exist,,,,3,41,19
238,qiang,"ɑ-ʂ tse kɑntɕhi-kəi,","ɑ-ʂ\ttse\tkɑntɕhi-kəi,",one-time\tsee\tthink/want-NAR,,,,3,41,20
239,qiang,"mə-lɑw da-qheʴ kɑntɕhi me-pe-ȵiɑufu,","mə-lɑw\tda-qheʴ\tkɑntɕhi\tme-pe-ȵiɑufu,",fire-DEF:one.pile\tDIR-open\tthink/want\tNEG-correct-LNK(as.soon.as),,,,3,41,21
240,qiang,"xsə ɕtɕiɕtɕɑq-lɑ-hɑ da-ʂp-jə-kui-stu,","xsə\tɕtɕiɕtɕɑq-lɑ-hɑ\tda-ʂp-jə-kui-stu,",new(again)\tmagpie-DEF:one-pl\tDIR-explode-REP-NAR-PART,,,,3,41,22
241,qiang,"tʂhəqtʂhɑqtʂhəqtʂhɑq-lɑ-hɑ dɑ-ʂp-ȵiɑufu mi: dɑ-qə-kui,","tʂhəqtʂhɑqtʂhəqtʂhɑq-lɑ-hɑ\tdɑ-ʂp-ȵiɑufu\tmi:\tdɑ-qə-kui,",(onomatopoeia)-DEF:one-pl\tDIR-explode-LNK(as.soon.as)\teyes\tDIR-go-NAR,,,,3,41,23
242,qiang,"mi: dɑ-qə-kui,","mi:\tdɑ-qə-kui,",eyes\tDIR-go-NAR,,,,3,41,24
243,qiang,"ɦɑ tsɑ-χui-tu,","ɦɑ\ttsɑ-χui-tu,",INT\tthis:one-time-LNK,,,,3,41,25
244,qiang,"mi: dɑ-qɑ,","mi:\tdɑ-qɑ,",eyes\tDIR-go,,,,3,41,26
245,qiang,"mi: dɑ-qə-tu,","mi:\tdɑ-qə-tu,",eyes\tDIR-go-LNK,,,,3,41,27
246,qiang,"ʂuətʂhuɑ-la:-ʁa sə-l-ȵiɑntɕi,","ʂuətʂhuɑ-la:-ʁa\tsə-l-ȵiɑntɕi,",water.jar-DEF:CL-LOC\tDIR-see-after,,,,3,41,28
247,qiang,"tsə-lo-qu ŋuə-ȵiantɕi,","tsə-lo-qu\tŋuə-ȵiantɕi,",water-DEF:one-CL\tCOP-after,,,,3,41,29
248,qiang,"quaha-lo-qu χuəlɑ kɑntɕhi-kəi-wɑ,","quaha-lo-qu\tχuəlɑ\tkɑntɕhi-kəi-wɑ,",face-DEF:one-CL\twash\tthink/want-NAR-EMPH,,,,3,41,30
249,qiang,"quaha χuəlɑ kɑntɕhi ʂuətʂhuɑ-la:-ʁa su-tʂhu,","quaha\tχuəlɑ\tkɑntɕhi\tʂuətʂhuɑ-la:-ʁa\tsu-tʂhu,",face\twash\tthink/want\twater.jar-DEF:CL-LOC\tDIR-reach.out,,,,3,41,31
250,qiang,"noʁu-le-tɕi thɑ ʐi-jə-kui-stu,","noʁu-le-tɕi\tthɑ\tʐi-jə-kui-stu,",crow-DEF-CL\tthere\texist-REP-NAR-PART,,,,3,41,32
251,qiang,"noʁu-le-tɕi-wu tshuɑq tshuɑq dɑ-sə-ʐ,","noʁu-le-tɕi-wu\ttshuɑq\ttshuɑq\tdɑ-sə-ʐ,",crow-DEF-CL-AGT\tpeck\tpeck\tDIR-make.sound-CAUS,,,,3,41,33
252,qiang,miɑuʁdʐue-la:-ʁa i-tshuete-kui-stu.,miɑuʁdʐue-la:-ʁa\ti-tshuete-kui-stu.,eye-DEF:CL-LOC\tDIR-peck-NAR-PART,,,,3,41,34
253,qiang,"ɦɑ-tsɑ-χui-tu,","ɦɑ-tsɑ-χui-tu,",INT-this:one-time-LNK,,,,3,42,1
254,qiang,"miɑuʁdʐue lə me-le-jy,","miɑuʁdʐue\tlə\tme-le-jy,",eye\talso\tNEG-exist-ASP,,,,3,42,2
255,qiang,japə e-xʂe lə me-we̊-jy.,japə\te-xʂe\tlə\tme-we̊-jy.,hand\tone-CL\talso\tNEG-exist-ASP,,,,3,42,3
256,qiang,"ɦɑlɑ sɑq tuetue-ke:-tɕi du-ɸu-ȵi hɑ-ʁ kɑntɕhi-kəi,","ɦɑlɑ\tsɑq\ttuetue-ke:-tɕi\tdu-ɸu-ȵi\thɑ-ʁ\tkɑntɕhi-kəi,",INT\tblood\tdriping-INDEF:CL-ADV\tDIR-run.away-ADV\tDIR-go\tthink/want-NAR,,,,3,43,1
257,qiang,"du-ɸu-ȵi buzd-qə-tɑ hɑ-ʁ kɑntɕhi-kei-tu,","du-ɸu-ȵi\tbuzd-qə-tɑ\thɑ-ʁ\tkɑntɕhi-kei-tu,",DIR-run.away-ADV\tplank.stairs-head-LOC\tDIR-go\tthink/want-NAR-LNK,,,,3,43,2
258,qiang,"sə-qɑ,","sə-qɑ,",DIR-go,,,,3,43,3
